No.,Name,Location,Hectares,bandNumber,bandName,address
9593,CARRY THE KETTLE 76-11,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9594,CARRY THE KETTLE 76-12,,63.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9598,CARRY THE KETTLE 76-13,,129.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9595,CARRY THE KETTLE 76-14,,516.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9596,CARRY THE KETTLE 76-15,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9717,CARRY THE KETTLE 76-17,,163.1,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9722,CARRY THE KETTLE 76-18,,127.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9723,CARRY THE KETTLE 76-19,,241.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9669,CARRY THE KETTLE 76-2,,1071.6,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10054,CARRY THE KETTLE 76-20,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9906,CARRY THE KETTLE 76-21,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9724,CARRY THE KETTLE 76-22,,63.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10055,CARRY THE KETTLE 76-23,,64.1,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9909,CARRY THE KETTLE 76-24,,190.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9908,CARRY THE KETTLE 76-25,,194.3,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9782,CARRY THE KETTLE 76-29,,112.6,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9561,CARRY THE KETTLE 76-3,,64.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9894,CARRY THE KETTLE 76-30,,128.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9641,CARRY THE KETTLE 76-31,,61.3,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9597,CARRY THE KETTLE 76-32,,64.3,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9708,CARRY THE KETTLE 76-33,,4278.9,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9745,CARRY THE KETTLE 76-34,,129.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9962,CARRY THE KETTLE 76-35,,301.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9907,CARRY THE KETTLE 76-36,,129.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9898,CARRY THE KETTLE 76-37,,126.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9899,CARRY THE KETTLE 76-38,,704.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9589,CARRY THE KETTLE 76-4,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9953,CARRY THE KETTLE 76-40,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9954,CARRY THE KETTLE 76-41,,128.7,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9955,CARRY THE KETTLE 76-42,,64.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9956,CARRY THE KETTLE 76-43,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9983,CARRY THE KETTLE 76-44,,128.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10003,CARRY THE KETTLE 76-45,,321.1,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9984,CARRY THE KETTLE 76-46,,64.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9985,CARRY THE KETTLE 76-47,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10062,CARRY THE KETTLE 76-48,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10004,CARRY THE KETTLE 76-49,,32.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9892,CARRY THE KETTLE 76-5,,64.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10005,CARRY THE KETTLE 76-50,,32.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10105,CARRY THE KETTLE 76-52,,150.6,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10022,CARRY THE KETTLE 76-53,,193.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10051,CARRY THE KETTLE 76-54,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10009,CARRY THE KETTLE 76-55,,194.1,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9986,CARRY THE KETTLE 76-56,,193.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10029,CARRY THE KETTLE 76-57,,127.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10010,CARRY THE KETTLE 76-58,,64.3,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10060,CARRY THE KETTLE 76-59,,194.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9590,CARRY THE KETTLE 76-6,,128.7,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10030,CARRY THE KETTLE 76-60,,246.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10044,CARRY THE KETTLE 76-61,,159.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10045,CARRY THE KETTLE 76-62,,158.0,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10061,CARRY THE KETTLE 76-63,,250.7,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10011,CARRY THE KETTLE 76-64,,126.6,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10166,CARRY THE KETTLE 76-66,,128.6,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10043,CARRY THE KETTLE 76-67,,64.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10073,CARRY THE KETTLE 76-69,,64.1,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9591,CARRY THE KETTLE 76-7,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10074,CARRY THE KETTLE 76-70,,65.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10075,CARRY THE KETTLE 76-71,,65.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10076,CARRY THE KETTLE 76-72,,65.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10077,CARRY THE KETTLE 76-73,,63.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10078,CARRY THE KETTLE 76-74,,64.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10079,CARRY THE KETTLE 76-75,,63.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10080,CARRY THE KETTLE 76-76,,61.9,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10081,CARRY THE KETTLE 76-77,,64.7,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10082,CARRY THE KETTLE 76-78,,63.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10083,CARRY THE KETTLE 76-79,,64.7,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9592,CARRY THE KETTLE 76-8,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10084,CARRY THE KETTLE 76-80,,63.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10085,CARRY THE KETTLE 76-81,,64.3,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10086,CARRY THE KETTLE 76-82,,64.4,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10072,CARRY THE KETTLE 76-84,,63.5,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10107,CARRY THE KETTLE 76-87,,64.8,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9893,CARRY THE KETTLE 76-9,,126.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10144,CARRY THE KETTLE NAKODA FIRST NATION INDIAN RESERV,,287.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10089,CARRY THE KETTLE NAKODA FIRST NATION NO. 76-65,,96.9,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
6564,LITTLE BLACK BEAR 84,19 KM E/E OF/DE FORT QU'APPELLE,6860.0,379,Little Black Bear,"PO BOX 40, GOODEVE, SK, S0A 1C0"
9686,LITTLE BLACK BEAR 84SC,,1041.7,379,Little Black Bear,"PO BOX 40, GOODEVE, SK, S0A 1C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
6565,NEKANEET CREE NATION,121 KM SW/SO OF/DE SWIFT CURRENT,12319.9,380,Nekaneet,"PO BOX 548, MAPLE CREEK, SK, S0N 1N0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
6622,LAST MOUNTAIN LAKE 80A,"FRT SECS 17&18 N 1/2 SEC 16, S 1/2 FRT SEC 21 SW 1/4 FRT SEC 19 SE 1/4 FRAC SEC 20, ALL IN TWP 21, RGE 21, W2M",508.2,389,Day Star,"PO BOX 277, PUNNICHY, SK, S0A 3C0"
6566,MUSCOWPETUNG 80,31 KM W/O OF/DE FORT QU'APPELLE,8849.0,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,393,Kawacatoose,"PO BOX 640, RAYMORE, SK, S0A 3J0"
6568,OKANESE 82,16 KM NE/NE OF/DE FORT QU'APPELLE,6267.4,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9705,OKANESE 82 (DD),,129.5,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9407,OKANESE 82 (M),14KM NORTH OF LEMBERG,121.8,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9316,OKANESE 82 (N),45 KM SOUTH SOUTHWEST OF MELVILLE SASK,129.2,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9408,OKANESE 82 (O),23KM NORTH OF LEMBERG,130.3,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9409,OKANESE 82 (P),13KM WEST OF DUFF,64.7,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9153,OKANESE 82(A),24 KM EAST OF LIPTON,300.2,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9665,OKANESE 82(AA),,194.1,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9154,OKANESE 82(B),16 KM NORTH OF LEMBERG,129.4,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9517,OKANESE 82(BB),,125.4,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9187,OKANESE 82(C),15 KM EAST OF LIPTON,128.5,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9513,OKANESE 82(CC),,64.8,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9195,OKANESE 82(D),16 KM NORTH OF LEMBERG,127.8,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9196,OKANESE 82(E),35 KM WEST OF MELVILLE,258.9,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9516,OKANESE 82(EE),,62.2,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9197,OKANESE 82(F),25 KM EAST OF LIPTON,41.2,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9198,OKANESE 82(G),14 KM NORTH OF LEMBERG,41.2,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9317,OKANESE 82(H),13 KM SOUTHWEST OF LEMBERG,324.9,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9318,OKANESE 82(I),5 KM NORTHEAST OF BALCARRES,259.0,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9320,OKANESE 82(J),27 KM NORTH OF NORQUAY,140.8,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9321,OKANESE 82(K),15 KM NORTH OF LEMBERG,48.4,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9352,OKANESE 82(Q),"IMMEDIATELY EAST OF THE MAIN RESERVE, 10 KM WEST OF DUFF",64.8,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9353,OKANESE 82(R),APPROXIMATELY 7 KILOMETRES SOUTH LORLIE SASKATCHEWAN,129.5,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9557,OKANESE 82(S),,252.9,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9411,OKANESE 82(T),17 KM NORTH OF LEMBERG,127.5,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9412,OKANESE 82(U),16 KM NORTH OF LEMBERG,64.7,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9457,OKANESE 82(V),25 KM NORTH OF LEMBERG,64.7,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9456,OKANESE 82(W),24 KM NORTH OF LEMBERG,64.2,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9458,OKANESE 82(X),5 KM NORTH OF BALCARRES,129.5,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9666,OKANESE 82(Y),,64.3,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9667,OKANESE 82(Z),,63.9,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9928,OKANESE NO. 82 (GG),,64.3,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9929,OKANESE NO. 82 (HH),,63.3,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9783,OKANESE NO. 82(FF),,120.5,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9776,OKANESE NO. 82(L),,129.5,382,Okanese,"PO BOX 759, BALCARRES, SK, S0G 0C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
6622,LAST MOUNTAIN LAKE 80A,"FRT SECS 17&18 N 1/2 SEC 16, S 1/2 FRT SEC 21 SW 1/4 FRT SEC 19 SE 1/4 FRAC SEC 20, ALL IN TWP 21, RGE 21, W2M",508.2,389,Day Star,"PO BOX 277, PUNNICHY, SK, S0A 3C0"
6569,PASQUA 79,16 KM W/O OF/DE FORT QU'APPELLE,9089.5,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,393,Kawacatoose,"PO BOX 640, RAYMORE, SK, S0A 3J0"
6570,PEEPEEKISIS 81,14 KM E/E OF/DE FORT QU'APPELLE,11258.7,384,Peepeekisis Cree Nation No.81,"PO BOX 518, BALCARRES, SK, S0G 0C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
125,HAYLANDS 75A,35 KM WEST OF FORT QU'APPELLE,1159.5,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
6622,LAST MOUNTAIN LAKE 80A,"FRT SECS 17&18 N 1/2 SEC 16, S 1/2 FRT SEC 21 SW 1/4 FRT SEC 19 SE 1/4 FRAC SEC 20, ALL IN TWP 21, RGE 21, W2M",508.2,389,Day Star,"PO BOX 277, PUNNICHY, SK, S0A 3C0"
6571,PIAPOT 75,43 KM W/O OF/DE FORT QU'APPELLE,6243.7,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
9336,PIAPOT 75E,"19-1/4 SEC IN TWP 9,10,11 RGE 20,21,22 W2M NEAR DUMMER SASK",1226.4,393,Kawacatoose,"PO BOX 640, RAYMORE, SK, S0A 3J0"
9334,PIAPOT CREE FIRST NATION 75F,6 KILOMETRES SOUTH OF DUMMER SASKATCHEWAN,1923.1,381,Muscowpetung,"PO BOX 1310, FORT QU'APPELLE, SK, S0G 1S0"
9540,PIAPOT CREE FIRST NATION 75G,,1345.9,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9335,PIAPOT CREE FIRST NATION 75H,"FOURTEEN QUARTER SECTIONS LOCATED IN TOWNSHIPS 9, 10 & 12 IN RANGES 21 & 22 W2M IN THE VICINITY OF DUMMER SASKATCHEWAN",894.6,383,Pasqua First Nation #79,"PO BOX 79, PASQUA, SK, S0G 5M0"
9627,PIAPOT CREE FIRST NATION 75I,,964.7,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
9626,PIAPOT CREE FIRST NATION 75J,,1405.3,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
9543,PIAPOT CREE FIRST NATION 75K,,903.2,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
9549,PIAPOT FIRST NATION 75T,,2287.1,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
9774,PIAPOT URBAN RESERVE,,0.6,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
6572,STANDING BUFFALO 78,8 KM NW/NO OF/DE FORT QU'APPELLE,2246.1,386,Standing Buffalo,"PO BOX 128, FORT QU'APPELLE, SK, S0G 1S0"
10104,ATIM KA-MIHKOSIT RESERVE,,13.2,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
6573,STAR BLANKET 83,18 KM NE/NE OF/DE FORT QU'APPELLE,5611.9,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9539,STAR BLANKET 83-D,,253.1,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9084,STAR BLANKET 83B,LOT 35 & 36 BLOCK 3 IN TOWN OF FORT QU'APPELLE,0.2,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9326,STAR BLANKET 83C,18 KM NORTHEAST OF LIPTON,384.0,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9521,STAR BLANKET 83E,,318.5,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9553,STAR BLANKET 83F,,65.1,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9554,STAR BLANKET 83G,,128.2,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9555,STAR BLANKET 83H,,65.1,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9558,STAR BLANKET 83I,,191.8,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9556,STAR BLANKET 83J,,260.6,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9541,STAR BLANKET NO. 83K,,375.4,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9943,STAR BLANKET NO. 83L,,128.1,387,Star Blanket Cree Nation,"PO BOX 456, BALCARRES, SK, S0G 0C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
6737,WA-PII MOOS-TOOSIS (WHITE CALF) 83A,,22.9,366,Cote First Nation 366,"PO BOX 1659, KAMSACK, SK, S0A 1S0"
6574,WOOD MOUNTAIN 160,135 KM SW/SO OF/DE MOOSE JAW,2376.2,388,Wood Mountain,"PO BOX 1792, ASSINIBOIA, SK, S0H 0B0"
6575,DAY STAR 87,87 KM NW/NO OF/DE FORT QU'APPELLE,6216.1,389,Day Star,"PO BOX 277, PUNNICHY, SK, S0A 3C0"
6622,LAST MOUNTAIN LAKE 80A,"FRT SECS 17&18 N 1/2 SEC 16, S 1/2 FRT SEC 21 SW 1/4 FRT SEC 19 SE 1/4 FRAC SEC 20, ALL IN TWP 21, RGE 21, W2M",508.2,389,Day Star,"PO BOX 277, PUNNICHY, SK, S0A 3C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
6576,FISHING LAKE 89,119 KM N/N OF/DE FORT QU'APPELLE,4161.9,390,Fishing Lake First Nation,"PO BOX 508, WADENA, SK, S0A 4J0"
6577,FISHING LAKE 89A,"SEC 13, TWP 33, RGE 12, W2M, & PTN SE 1/4 SEC 14, TWP 33 RGE 12, W2M",254.2,390,Fishing Lake First Nation,"PO BOX 508, WADENA, SK, S0A 4J0"
9980,FISHING LAKE NO. 89D1,,63.2,390,Fishing Lake First Nation,"PO BOX 508, WADENA, SK, S0A 4J0"
9864,SABITAWASIS BEACH NO. 89 C-1,,59.9,390,Fishing Lake First Nation,"PO BOX 508, WADENA, SK, S0A 4J0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,378,Carry The Kettle,"PO BOX 57, SINTALUTA, SK, S0G 4N0"
10050,GEORGE GORDON FIRST NATION 86,,129.2,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
6578,GORDON 86,61 KM NW/NO OF/DE FORT QU'APPELLE,14438.3,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
6622,LAST MOUNTAIN LAKE 80A,"FRT SECS 17&18 N 1/2 SEC 16, S 1/2 FRT SEC 21 SW 1/4 FRT SEC 19 SE 1/4 FRAC SEC 20, ALL IN TWP 21, RGE 21, W2M",508.2,389,Day Star,"PO BOX 277, PUNNICHY, SK, S0A 3C0"
9329,TREATY FOUR RESERVE GROUNDS 77,ADJACENT TO AND WEST OF FORT QU'APPELLE,99.2,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
6622,LAST MOUNTAIN LAKE 80A,"FRT SECS 17&18 N 1/2 SEC 16, S 1/2 FRT SEC 21 SW 1/4 FRT SEC 19 SE 1/4 FRAC SEC 20, ALL IN TWP 21, RGE 21, W2M",508.2,389,Day Star,"PO BOX 277, PUNNICHY, SK, S0A 3C0"
6579,MUSKOWEKWAN 85,64 KM NW/NO OF/DE FORT QU'APPELLE,7381.7,391,George Gordon First Nation,"PO BOX 248, PUNNICHY, SK, S0A 3C0"
9188,MUSKOWEKWAN 85-1,6 KM NORTH OF LEROSS,120.8,393,Kawacatoose,"PO BOX 640, RAYMORE, SK, S0A 3J0"
9190,MUSKOWEKWAN 85-10,6 KM NORTH OF LESTOCK,578.6,381,Muscowpetung,"PO BOX 1310, FORT QU'APPELLE, SK, S0G 1S0"
9191,MUSKOWEKWAN 85-11,5.5 KM NORTHWEST OF LESTOCK,129.5,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9177,MUSKOWEKWAN 85-12,12 KM WEST OF KELLIHER,257.3,383,Pasqua First Nation #79,"PO BOX 79, PASQUA, SK, S0G 5M0"
9192,MUSKOWEKWAN 85-13,5 KM SOUTHEAST OF PUNNICHY,390.1,385,Piapot,"GENERAL DELIVERY, ZEHNER, SK, S0G 5K0"
9239,MUSKOWEKWAN 85-14,8 KM EAST OF PUNNICHY,64.1,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9240,MUSKOWEKWAN 85-15,6 KM NORTH OF LESTOCK,392.1,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9241,MUSKOWEKWAN 85-16,5 KM WEST OF LESTOCK,124.8,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9242,MUSKOWEKWAN 85-17,1 KM SOUTHWEST OF LESTOCK,242.4,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9467,MUSKOWEKWAN 85-18,47 KM SOUTH OF WYNYARD,69.1,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9468,MUSKOWEKWAN 85-19,53 KM NORTHEAST OF SOUTHEY,128.7,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9469,MUSKOWEKWAN 85-20,36 KM NORTHWEST OF ITUNA,64.2,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9470,MUSKOWEKWAN 85-21,36 KM NORTHWEST OF ITUNA,573.7,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9262,MUSKOWEKWAN 85-22,"59 KM NORTH OF FORT QU,APPELLE 51 KM SW OF FOAM LAKE(CITY)",64.7,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9333,MUSKOWEKWAN 85-23,ADJ TO SOUTH BOUNDARY OF MUSKOWEKWAN IR #85 22 KILOMETRES SOUTHWEST OF LESTOCK SK,60.0,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
9263,MUSKOWEKWAN 85-24,56 KM NORTH OF FORT QU'APPELLE 53 KM SW OF FOAM LAKE(CITY),64.3,392,Muskowekwan,"PO BOX 249, LESTOCK, SK, S0A 2G0"
